283,-1,2,0,4,1.11111111111111,4,7,0,3,1
284,1,11,5,12,1.55555555555555,7,11,2,4,1
285,-1,14,6,19,1.44444444444445,6,8,1,1,0
286,1,17,5,17,1.77777777777778,7,11,3,3,3
287,-1,18,4,28,2.66666666666667,8,10,2,0,0
288,1,12,6,25,1.77777777777778,2,3,0,2,0
289,-1,5,3,3,1.44444444444444,3,5,3,3,2
290,-1,13,5,14,1.55555555555555,4,7,0,4,3
292,-1,7,0,10,1.22222222222222,2,3,1,2,1
293,-1,9,3,14,1.33333333333333,12,11,3,4,1
294,-1,21,7,18,2.33333333333333,3,6,3,3,2
295,1,15,3,16,1.88888888888889,3,4,0,1,3
296,-1,8,1,12,1.44444444444444,1,3,1,1,0
297,1,14,4,9,1.77777777777778,6,11,1,5,2
298,-1,21,8,20,1.66666666666667,4,4,1,1,2
299,1,32,15,23,2,4,7,3,2,2
300,-1,11,3,14,2.22222222222222,3,5,0,2,2
301,-1,9,2,12,2.55555555555556,5,9,1,4,3
302,-1,12,3,15,2.22222222222222,0,0,0,0,0
303,1,12,1,10,1.44444444444444,3,11,2,4,0
304,-1,16,3,16,1.77777777777778,3,4,1,5,8
305,-1,8,3,19,1.22222222222222,2,5,0,3,1
306,-1,33,12,24,2.33333333333333,3,7,1,1,1
307,1,25,8,10,1.55555555555556,4,6,1,1,0
308,1,15,4,23,2.22222222222222,9,7,2,4,1
309,-1,11,4,10,1.88888888888889,4,6,2,2,7
310,1,7,0,5,1.44444444444445,3,5,2,3,2
311,1,11,7,18,2.22222222222222,3,12,2,2,5
312,-1,7,3,12,1.55555555555556,6,12,3,4,5
313,-1,21,3,15,2.55555555555556,1,1,0,1,0
314,-1,2,0,3,1,4,5,2,3,2
315,1,13,5,14,2.55555555555555,1,4,1,2,3
316,1,29,10,34,3,2,4,1,2,1
317,-1,10,2,13,2.44444444444444,2,3,0,1,0
318,1,19,6,17,1.77777777777778,2,2,0,1,0
319,-1,6,0,10,1.33333333333333,3,3,3,3,1
320,1,18,7,21,2.33333333333333,3,6,4,3,3
321,-1,9,1,5,1.22222222222222,0,3,0,0,0
322,-1,11,6,18,2,4,4,1,1,0
323,-1,4,3,7,1.33333333333333,3,6,0,0,0
324,1,17,8,18,1.44444444444444,6,8,0,2,2
325,-1,7,6,13,1.77777777777778,3,4,0,2,2
326,-1,5,4,12,1.22222222222222,4,10,2,3,2
327,-1,20,3,19,2.66666666666667,1,1,1,0,0
328,1,9,5,17,2.11111111111111,3,9,1,2,0
329,1,13,2,8,2.33333333333333,2,5,0,0,0
330,-1,13,8,29,2.88888888888889,0,0,0,0,0
331,-1,6,2,9,1.44444444444444,5,4,2,3,2
332,1,15,5,20,1,3,8,3,1,3
333,1,25,7,25,3,1,3,1,1,0
334,-1,11,2,10,1.33333333333333,4,7,2,4,1
335,1,4,3,12,1.22222222222222,7,15,5,7,3
336,-1,15,7,10,2,4,8,2,3,0
